DatasetIdentifier,Publisher,SourceRepository,YearPublished
snd2255-1,Uppsala University,DORIS,2014
snd2256-1,Uppsala University,DORIS,2012
snd2256-1,Uppsala University,DORIS,2014
snd2225-1,Uppsala University,DORIS,2012
snd2225-1,Uppsala University,DORIS,2014
snd2224-1,Uppsala University,DORIS,2012
snd2223-1,Uppsala University,DORIS,2012
snd2223-1,Uppsala University,DORIS,2014
snd2221-1,Uppsala University,DORIS,2012
snd2221-1,Uppsala University,DORIS,2014
snd2277-1,Uppsala University,DORIS,2014
snd2278-1,Uppsala University,DORIS,2012
snd2278-1,Uppsala University,DORIS,2014
snd2279-1,Uppsala University,DORIS,2012
snd2279-1,Uppsala University,DORIS,2014
snd2280-1,Uppsala University,DORIS,2012
snd2280-1,Uppsala University,DORIS,2014
snd2281-1,Uppsala University,DORIS,2012
snd2281-1,Uppsala University,DORIS,2014
snd2282-1,Uppsala University,DORIS,2012
snd2282-1,Uppsala University,DORIS,2014
snd2283-1,Uppsala University,DORIS,2012
snd2283-1,Uppsala University,DORIS,2014
snd2284-1,Uppsala University,DORIS,2012
snd2284-1,Uppsala University,DORIS,2014
snd2285-1,Uppsala University,DORIS,2012
snd2285-1,Uppsala University,DORIS,2014
snd2286-1,Uppsala University,DORIS,2012
snd2286-1,Uppsala University,DORIS,2014
snd2287-1,Uppsala University,DORIS,2012
snd2287-1,Uppsala University,DORIS,2014
snd2288-1,Uppsala University,DORIS,2012
snd2288-1,Uppsala University,DORIS,2014
snd2289-1,Uppsala University,DORIS,2012
snd2289-1,Uppsala University,DORIS,2014
snd2290-1,Uppsala University,DORIS,2012
snd2290-1,Uppsala University,DORIS,2014
snd2291-1,Uppsala University,DORIS,2012
snd2291-1,Uppsala University,DORIS,2014
snd2292-1,Uppsala University,DORIS,2012
snd2292-1,Uppsala University,DORIS,2014
snd2293-1,Uppsala University,DORIS,2012
snd2293-1,Uppsala University,DORIS,2014
snd2294-1,Uppsala University,DORIS,2012
snd2294-1,Uppsala University,DORIS,2014
snd2295-1,Uppsala University,DORIS,2012
snd2295-1,Uppsala University,DORIS,2014
snd2296-1,Uppsala University,DORIS,2012
snd2296-1,Uppsala University,DORIS,2014
snd2297-1,Uppsala University,DORIS,2012
snd2297-1,Uppsala University,DORIS,2014
snd2298-1,Uppsala University,DORIS,2012
snd2298-1,Uppsala University,DORIS,2014
snd2299-1,Uppsala University,DORIS,2012
snd2299-1,Uppsala University,DORIS,2014
snd2300-1,Uppsala University,DORIS,2012
snd2302-1,Uppsala University,DORIS,2012
snd2302-1,Uppsala University,DORIS,2014
snd2303-1,Uppsala University,DORIS,2012
snd2303-1,Uppsala University,DORIS,2014
snd2304-1,Uppsala University,DORIS,2012
snd2304-1,Uppsala University,DORIS,2014
snd2305-1,Uppsala University,DORIS,2012
snd2305-1,Uppsala University,DORIS,2014
snd2306-1,Uppsala University,DORIS,2012
snd2306-1,Uppsala University,DORIS,2014
snd2307-1,Uppsala University,DORIS,2012
snd2307-1,Uppsala University,DORIS,2014
snd2308-1,Uppsala University,DORIS,2012
snd2308-1,Uppsala University,DORIS,2014
snd2309-1,Uppsala University,DORIS,2012
snd2309-1,Uppsala University,DORIS,2014
snd2310-1,Uppsala University,DORIS,2012
snd2310-1,Uppsala University,DORIS,2014
snd2311-1,Uppsala University,DORIS,2012
snd2311-1,Uppsala University,DORIS,2014
snd2312-1,Uppsala University,DORIS,2012
snd2312-1,Uppsala University,DORIS,2014
snd2313-1,Uppsala University,DORIS,2012
snd2313-1,Uppsala University,DORIS,2014
snd2314-1,Uppsala University,DORIS,2012
snd2314-1,Uppsala University,DORIS,2014
snd2315-1,Uppsala University,DORIS,2012
snd2315-1,Uppsala University,DORIS,2014
snd2316-1,Uppsala University,DORIS,2012
snd2316-1,Uppsala University,DORIS,2014
snd2317-1,Uppsala University,DORIS,2014
snd2318-1,Uppsala University,DORIS,2014
ext0274-1,Norrbotten County Council,DORIS (only metadata),2017
2022-127-1,Swedish University of Agricultural Sciences,DORIS,2022
2022-107-1,University of Gothenburg,DORIS,2024
ext0200-1,University of Gothenburg,DORIS (only metadata),2017
ext0177-1,Stockholm University,DORIS (only metadata),2016
2022-120-1,Uppsala University,DORIS,2022
ext0158-1,Stockholm University,DORIS (only metadata),2015
2022-196-1,University of Gothenburg,DORIS,2022
ext0121-1,University of Gothenburg,DORIS (only metadata),2014
2022-197-1,University of Gothenburg,DORIS (only metadata),2023
2022-198-1,University of Gothenburg,DORIS (only metadata),2023
ext0050-1,University of Gothenburg,DORIS (only metadata),2012
2022-215-1,Swedish University of Agricultural Sciences,DORIS (only metadata),2022
ext0049-1,University of Gothenburg,DORIS (only metadata),2012
2022-131-3,Swedish University of Agricultural Sciences,DORIS (only metadata),2022
ext0048-1,Uppsala University,DORIS (only metadata),2012
ext0036-1,University of Gothenburg,DORIS (only metadata),2012
2022-195-1,Swedish Institute of Space Physics,DORIS,2023
ext0035-1,Riksteatern,DORIS (only metadata),2012
ext0021-1,Umeå University,DORIS (only metadata),2011
2023-112-1,Karolinska Institutet,DORIS,2023
snd0500-64,University of Gothenburg,DORIS,2002
2022-113-1,Karolinska Institutet,DORIS,2022
snd0500-57,University of Gothenburg,DORIS,2002
snd0500-56,University of Gothenburg,DORIS,2002
ecds0192-3,​SAMBAH – Static Acoustic Monitoring of the Baltic Sea Harbour Porpoise,DORIS,2017
snd1033-1,Lund University,DORIS,2017
ecds0244-1,Chalmers University of Technology,DORIS,2017
snd1064-2,Karolinska Institutet,DORIS,2019
snd1038-1,Lund University,DORIS,2017
snd1038-2,Lund University,DORIS,2017
snd1038-3,Lund University,DORIS,2017
snd1040-1,University of Gothenburg,DORIS,2018
snd2410-1,Uppsala University,DORIS,2018
ecds0219-1,University of Gothenburg,DORIS,2018
snd1042-1,Uppsala University,DORIS,2018
snd1042-2,Uppsala University,DORIS,2018
snd1042-3,Uppsala University,DORIS,2018
snd1042-4,Uppsala University,DORIS,2018
snd1042-5,Uppsala University,DORIS,2018
ext0047-1,University of Gothenburg,DORIS (only metadata),2014
snd0970-1,University of Gothenburg,DORIS,2014
snd0970-2,University of Gothenburg,DORIS,2014
2024-381,"Information not available, contact SND for more information",DORIS,2022
2024-328,Linköping University,DORIS,2021
2024-510,University of Gothenburg,DORIS,2024
2024-517,Swedish University of Agricultural Sciences,DORIS,2024
ext0294-1,Institute for Language and Folklore,DORIS (only metadata),2020
2024-521,Swedish University of Agricultural Sciences,DORIS,2024
2024-491,Swedish University of Agricultural Sciences,DORIS,2024
2024-338,Uppsala University,DORIS,2021
2024-364,Linköping University,DORIS,2020
2024-411,Uppsala University,DORIS,2024
2025-23,Swedish University of Agricultural Sciences,DORIS,2025
2024-326,Uppsala University,DORIS,2021
2024-410,Uppsala University,DORIS (only metadata),2024
2024-455,University of Gothenburg,DORIS,2024
2024-226,Uppsala University,DORIS,2018
2024-143,University of Gothenburg,DORIS,2024
ecds0251-1,Swedish University of Agricultural Sciences,DORIS,2019
2023-203,Lund University,DORIS,2024
2024-149,University of Borås,DORIS (only metadata),2024
2024-616,Swedish University of Agricultural Sciences,DORIS,2025
snd1021-1,Stockholm University,DORIS,2025
2024-405,Swedish National Road and Transport Research Institute,DORIS (only metadata),2024
2025-3,Uppsala University,DORIS,2025
2024-380,Luleå University of Technology,DORIS (only metadata),2024
ext0014-1,Region Uppsala,DORIS (only metadata),2011
2024-407,University of Borås,DORIS (only metadata),2024
2024-531,Uppsala University,DORIS,2024
2025-10,Karolinska Institutet,DORIS,2025
snd0999-1,Umeå University,DORIS,2016
2024-399,Royal Institute of Technology,DORIS (only metadata),2024
2024-219,Linköping University,DORIS,2018
2024-220,Linköping University,DORIS,2018
2024-502,Stockholm University,DORIS,2024
2023-110-1,Södertörns högskola,DORIS,2023
2024-223,Uppsala University,DORIS,2018
2024-221,Uppsala University,DORIS,2018
snd1050-1,Uppsala University,DORIS,2023
2024-213,Uppsala University,DORIS,2017
2024-211,Uppsala University,DORIS,2017
2024-268,Uppsala University,DORIS,2019
snd1104-1,Swedish University of Agricultural Sciences,DORIS,2019
2024-269,Uppsala University,DORIS,2019
2024-295,Uppsala University,DORIS,2020
snd0810-1,University of Gothenburg,DORIS,2024
2024-263,Uppsala University,DORIS,2019
2024-255,Uppsala University,DORIS,2018
2023-148,Karolinska Institutet,DORIS,2023
2024-251,Uppsala University,DORIS,2018
2024-178,Umeå University,DORIS,2024
2024-260,Uppsala University,DORIS,2019
2024-299,Uppsala University,DORIS,2020
2024-297,Uppsala University,DORIS,2020
2024-291,Uppsala University,DORIS,2020
2023-155,University of Gothenburg,DORIS,2023
2024-285,Uppsala University,DORIS,2020
2024-283,Uppsala University,DORIS,2020
2023-167,Södertörns högskola,DORIS,2023
2022-261-1,Luleå University of Technology,DORIS,2023
2024-277,Uppsala University,DORIS,2019
2024-294,Uppsala University,DORIS,2020
2024-292,Uppsala University,DORIS,2020
2024-290,Uppsala University,DORIS,2020
2023-182,Stockholm University,DORIS,2023
2024-280,Uppsala University,DORIS,2019
2023-189,Chalmers University of Technology,DORIS,2023
2024-278,Uppsala University,DORIS,2019
2024-276,Uppsala University,DORIS,2019
2024-270,Uppsala University,DORIS,2019
2024-515,Chalmers University of Technology,DORIS,2025
2024-617,University of Gothenburg,DORIS,2024
ext0285-1,Uppsala University,DORIS (only metadata),2019
2024-75,University of Gothenburg,DORIS,2024
2024-70,Swedish University of Agricultural Sciences,DORIS,2024
2023-180,University of Gothenburg,DORIS,2023
2022-53-1,Lund University,DORIS,2022
snd2085-1,Uppsala University,DORIS,2024
2023-248,Swedish University of Agricultural Sciences,DORIS,2024
2024-91,Karolinska Institutet,DORIS,2024
snd2111-1,Uppsala University,DORIS,2024
2024-279,Uppsala University,DORIS,2019
2023-226,Södertörns högskola,DORIS,2023
2023-288,Örebro University,DORIS,2024
2022-57-1,Lund University,DORIS,2023
2024-63,University of Gothenburg,DORIS,2024
2023-178,Swedish University of Agricultural Sciences,DORIS,2024
2023-311,University of Gothenburg,DORIS,2024
snd2158-1,Uppsala University,DORIS,2024
2023-305,University College Stockholm,DORIS,2024
2024-41,Chalmers University of Technology,DORIS,2024
2023-193,Umeå University,DORIS,2024
2024-157,University of Gothenburg,DORIS,2025
2024-28,Swedish University of Agricultural Sciences,DORIS,2024
2023-272,Swedish University of Agricultural Sciences,DORIS (only metadata),2024
snd2203-1,Uppsala University,DORIS,2024
2024-172,Uppsala University,DORIS,2025
2023-211,University of Skövde,DORIS,2024
2023-258,Swedish University of Agricultural Sciences,DORIS,2024
2023-145,Lund University,DORIS,2023
snd2138-1,Uppsala University,DORIS,2024
2024-51,Chalmers University of Technology,DORIS,2024
2023-9-1,Lund University,DORIS,2024
2023-287,University of Gothenburg,DORIS,2024
2023-255,University of Gothenburg,DORIS,2024
2024-66,Umeå University,DORIS,2024
2023-177,University of Gothenburg,DORIS,2023
snd2122-1,Uppsala University,DORIS,2024
2023-170,Swedish University of Agricultural Sciences,DORIS,2024
snd2327-1,Uppsala University,DORIS,2024
2024-45,University of Gothenburg,DORIS,2024
2023-107-1,Uppsala University,DORIS,2024
2023-222,Karolinska Institutet,DORIS,2024
2020-64-1,Lund University,DORIS,2020
2024-57,Swedish University of Agricultural Sciences,DORIS,2024
2023-223,Karolinska Institutet,DORIS,2024
2024-185,Uppsala University,DORIS,2016
2024-216,Uppsala University,DORIS,2018
2023-227,Karolinska Institutet,DORIS,2024
2024-218,Uppsala University,DORIS,2018
2024-191,Uppsala University,DORIS,2017
2023-207,Stockholm University,DORIS,2023
2024-212,Uppsala University,DORIS,2017
2022-130-1,Lund University,DORIS,2022
2024-53,University of Gävle,DORIS,2024
2023-186,Swedish University of Agricultural Sciences,DORIS,2024
snd1077-1,Umeå University,DORIS,2024
2024-228,Uppsala University,DORIS,2018
2020-95-2,University of Gothenburg,DORIS,2020
2024-22,Swedish University of Agricultural Sciences,DORIS,2024
2024-15,Örebro University,DORIS,2024
2024-58,Linnaeus University,DORIS,2025
2024-151,Lund University,DORIS,2024
2023-232,Swedish University of Agricultural Sciences,DORIS (only metadata),2024
2023-196,Swedish Institute of Space Physics,DORIS,2024
2024-94,Halmstad University,DORIS,2024
2023-299,Karlstad University,DORIS,2024
2023-172,Swedish University of Agricultural Sciences,DORIS,2023
2020-68-1,Linnaeus University,DORIS,2020
2024-85,Chalmers University of Technology,DORIS,2024
2023-234,Chalmers University of Technology,DORIS,2024
2023-221,Södertörns högskola,DORIS,2023
2024-116,Uppsala University,DORIS,2024
2020-13-1,Huddinge municipality,DORIS,2023
2023-197,Stockholm University,DORIS,2023
2024-224,Royal Institute of Technology,DORIS,2018
2023-229,Lund University,DORIS,2023
2023-224,Södertörns högskola,DORIS,2023
2023-94-1,University of Borås,DORIS (only metadata),2023
2023-202,Stockholm University,DORIS,2023
2023-225,Södertörns högskola,DORIS,2023
2024-138,Swedish University of Agricultural Sciences,DORIS,2024
2023-242,Uppsala University,DORIS,2023
2023-169,University of Skövde,DORIS,2024
2023-173,Uppsala University,DORIS,2024
2023-292,University of Gothenburg,DORIS,2024
2020-206-1,Umeå University,DORIS,2023
2023-254,Uppsala University,DORIS,2023
2024-84,Lund University,DORIS,2024
2021-44-1,Stockholm University,DORIS,2021
2021-44-1,Stockholm University,DORIS,2021
2021-45-1,University of Gothenburg,DORIS,2021
2021-60-1,University of Gothenburg,DORIS,2021
2021-68-1,Karolinska Institutet,DORIS,2021
ext0020-1,"Information not available, contact SND for more information",DORIS (only metadata),2021
2021-82-1,Chalmers University of Technology,DORIS,2021
2021-90-1,Swedish University of Agricultural Sciences,DORIS,2021
2021-91-1,University of Gothenburg,DORIS,2021
2021-78-1,Chalmers University of Technology,DORIS,2021
2021-46-1,Swedish University of Agricultural Sciences,DORIS,2021
2021-103-1,Karlstad University,DORIS,2023
2024-529,Chalmers University of Technology,DORIS,2024
snd0500-36,University of Gothenburg,DORIS,2005
2021-77-1,Swedish University of Agricultural Sciences,DORIS,2021
2023-72-1,Institute for Language and Folklore,DORIS (only metadata),2023
2023-17-1,Luleå University of Technology,DORIS,2023
2023-18-1,Swedish University of Agricultural Sciences,DORIS (only metadata),2023
2023-40-1,Lund University,DORIS,2023
2023-3-1,Linnaeus University,DORIS,2023
2023-27-1,Umeå University,DORIS,2023
2023-19-1,Linnaeus University,DORIS,2023
2023-7-1,Luleå University of Technology,DORIS,2023
2022-254-1,Luleå University of Technology,DORIS,2024
2024-202,Mid Sweden University,DORIS,2017
2024-210,Uppsala University,DORIS,2017
2022-29-1,Luleå University of Technology,DORIS,2022
2020-130-3,Institute for Future Studies,DORIS,2020
2022-38-1,Chalmers University of Technology,DORIS,2023
2020-130-2,Institute for Future Studies,DORIS,2020
2020-130-4,Institute for Future Studies,DORIS,2020
2020-130-1,Institute for Future Studies,DORIS,2020
2022-39-1,Uppsala University,DORIS,2022
2022-40-1,Swedish University of Agricultural Sciences,DORIS,2022
2022-30-1,Swedish University of Agricultural Sciences,DORIS,2022
2021-332-1,RISE Research Institutes of Sweden,DORIS,2022
2021-334-1,Swedish University of Agricultural Sciences,DORIS,2022
2021-330-1,University of Gothenburg,DORIS,2021
2021-319-1,Swedish University of Agricultural Sciences,DORIS,2022
2021-280-1,Swedish University of Agricultural Sciences,DORIS,2022
2021-278-1,Swedish University of Agricultural Sciences,DORIS,2021
2021-276-1,Chalmers University of Technology,DORIS,2021
2021-268-1,Swedish University of Agricultural Sciences,DORIS (only metadata),2021
2021-275-1,Lund University,DORIS,2021
2021-272-1,University of Gothenburg,DORIS,2021
2021-260-1,University West,DORIS,2022
2021-257-1,Swedish Institute of Space Physics,DORIS,2022
2020-201-1,RISE Research Institutes of Sweden,DORIS,2020
2021-256-1,University of Gothenburg,DORIS,2021
ext0281-1,European Centre for Medium-Range Weather Forecasts (ECMWF),DORIS (only metadata),2020
ext0056-1,Lund University,DORIS (only metadata),2020
2021-58-1,Swedish University of Agricultural Sciences,DORIS,2021
2020-208-1,Umeå University,DORIS,2021
2020-208-2,Umeå University,DORIS,2021
2020-208-3,Umeå University,DORIS,2021
2020-208-4,Umeå University,DORIS,2021
2020-208-5,Umeå University,DORIS,2021
2021-2-1,Stockholm University,DORIS,2021
2021-290-1,University of Gothenburg,DORIS,2022
2021-294-1,Stockholm University,DORIS,2021
snd0810-1,University of Gothenburg,DORIS,2022
snd0810-1,University of Gothenburg,DORIS,2021
2021-299-1,Swedish University of Agricultural Sciences,DORIS,2021
2020-206-1,Umeå University,DORIS,2021
2021-27-1,Örebro University,DORIS,2023
2021-50-1,Lund University,DORIS,2021
2021-125-1,Luleå University of Technology,DORIS,2021
ecds0177-1,SMHI - Swedish Meteorological and Hydrological Institute,DORIS,2021
2021-125-1,Luleå University of Technology,DORIS,2021
snd1021-1,Stockholm University,DORIS,2021
snd1021-1,Stockholm University,DORIS,2017
snd1027-1,University of Gothenburg,DORIS,2017
snd1028-1,Karolinska Institutet,DORIS,2017
snd1030-1,Stockholm University,DORIS,2017
snd1031-1,"Faculty of Engineering, Lund University",DORIS,2018
snd1031-1,"Faculty of Engineering, Lund University",DORIS,2018
snd1032-1,Stockholm University,DORIS,2017
ecds0243-1,University of Gothenburg,DORIS,2017
2023-105-1,Swedish University of Agricultural Sciences,DORIS,2024
2022-122-1,University of Gothenburg,DORIS,2023
ext0085-1,Umeå University,DORIS (only metadata),2014
ext0083-1,Umeå University,DORIS (only metadata),2014
2022-190-1,Karolinska Institutet,DORIS,2023
snd0500-55,University of Gothenburg,DORIS,2002
snd0500-54,University of Gothenburg,DORIS,2002
2022-129-1,University of Gothenburg,DORIS,2023
snd0500-53,University of Gothenburg,DORIS,2002
snd1132-1,University of Gothenburg,DORIS,2024
2022-136-1,Luleå University of Technology,DORIS,2023
2023-30-1,Umeå University,DORIS,2023
2022-163-1,Swedish University of Agricultural Sciences,DORIS,2022
2022-252-1,Swedish University of Agricultural Sciences,DORIS,2023
2023-75-1,Swedish University of Agricultural Sciences,DORIS,2023
2022-249-1,Luleå University of Technology,DORIS,2023
2023-47-1,University of Gothenburg,DORIS,2023
2022-226-1,Swedish University of Agricultural Sciences,DORIS,2023
2023-28-1,Karolinska Institutet,DORIS,2023
2023-23-1,Swedish University of Agricultural Sciences,DORIS (only metadata),2024
2022-218-1,University of Gothenburg,DORIS,2023
2022-245-1,Swedish University of Agricultural Sciences,DORIS,2023
2023-76-1,Stockholm University,DORIS,2023
